#IID,Apolipoprotein_B_Pos_SUM,CRP_Neg_SUM,Diffusivity_inferior_longitudinal_fasciculus_Neg_SUM,ICVF_Cingulum_CingulateR_SUM,Proinsulin_Neg_SUM,T2stat_PutamenL_Neg_SUM,Total_GRS_SUM
NA18616,0,0,0,0,0,0,12.603
NA18617,0,0,0,0,0,0,13.4619
NA18618,0,0,0,0,0,0,18.9342
NA18619,0,0,0,0,0,0,21.5212
NA18620,0,0,0,0,0,0,16.0684
NA18621,0,0,0,0,0,0,8.00917
NA18622,0,0,0,0,0,0,10.8652
NA18623,0,0,0,0,0,0,24.3772
NA18624,0,0,0,0,0,0,16.0684
NA18625,0,0,0,0,0,0,19.174
NA18626,0,0,0,0,0,0,31.6011
NA18627,0,0,0,0,0,0,18.9342
NA18628,0,0,0,0,0,0,10.6157
NA18629,0,0,0,0,0,0,9.46711
NA18630,0,0,0,0,0,0,24.387
NA18631,0,0,0,0,0,0,24.3772
NA18632,0,0,0,0,0,0,13.4619
NA18633,0,0,0,0,0,0,10.8652
NA18634,0,0,0,0,0,0,14.9199
NA18635,0,0,0,0,0,0,9.45733
NA18636,0,0,0,0,0,0,13.4619
NA18637,0,0,0,0,0,0,21.7805
NA18638,0,0,0,0,0,0,13.4717
NA18639,0,0,0,0,0,0,10.8652
NA18640,0,0,0,0,0,0,24.6267
NA18641,0,0,0,0,0,0,6.61107
NA18642,0,0,0,0,0,0,10.8652
NA18643,0,0,0,0,0,0,19.5137
NA18644,0,0,0,0,0,0,20.9118
NA18645,0,0,0,0,0,0,12.3134
NA18646,0,0,0,0,0,0,13.4619
NA18647,0,0,0,0,0,0,28.7549
NA18648,0,0,0,0,0,0,4.00458
NA18740,0,0,0,0,0,0,13.2221
NA18745,0,0,0,0,0,0,18.9342
NA18747,0,0,0,0,0,0,10.8652
NA18748,0,0,0,0,0,0,16.318
NA18749,0,0,0,0,0,0,16.318
NA18757,0,0,0,0,0,0,14.9101
NA18852,0,0,0,1.78141,0,0,12.7751
NA18853,0,0,0,0,0,0,0
NA18854,0,0,0,0,0,0,4.00458
NA18855,0,0,0,0,0,0,8.59843
NA18856,0,0,0,0,0,0,8.00917
NA18857,0,0,0,0,0,0,8.59843
NA18858,0,0,0,0,0,0,4.00458
NA18859,0,0,0,0,0,0,4.00458
NA18860,0,0,0,0,0,0,4.00458
NA18861,0,0,0,1.78141,0,0,12.7751
NA18862,0,0,0,0,0,0,11.2049
NA18863,0,0,0,0,0,0,10.6157
NA18864,0,0,0,0,0,0,15.459
NA18865,0,0,0,0,0,0,4.00458
NA18867,0,0,0,0,0,0,8.00917
NA18868,0,0,0,0,0,0,8.00917
NA18869,0,0,0,0,0,0,8.00917
NA18870,0,0,0,1.78141,0,0,8.77048
NA18871,0,0,0,0,0,0,8.00917
NA18872,0,0,0,1.78141,0,0,8.77048
NA18873,0,0,0,0,0,0,4.00458
NA18874,0,0,0,0,0,0,10.6157
NA18875,0,0,0,0,0,0,8.00917
NA18876,0,0,0,0,0,0,6.61107
NA18877,0,0,0,0,0,0,4.00458
NA18878,0,0,0,0,0,0,10.6157
NA18879,0,0,0,0,0,0,4.00458
NA18881,0,0,0,0,0,0,9.46711
NA18906,0,0,0,0,0,0,4.00458
NA18907,0,0,0,0,0,0,13.2221
NA18908,0,0,0,0,0,0,8.00917
NA18909,0,0,0,0,0,0,0
NA18910,0,0,0,0,0,0,8.00917
NA18911,0,0,0,0,0,0,4.00458
NA18912,0,0,0,0,0,0,17.816
NA18913,0,0,0,0,0,0,12.603
NA18914,0,0,0,0,0,0,15.2095
NA18915,0,0,0,0,0,0,6.86062
NA18916,0,0,0,0,0,0,4.00458
NA18917,0,0,0,0,0,0,6.61107
NA18923,0,0,0,0,0,0,10.6157
NA18924,0,0,0,0,0,0,10.8652
NA18925,0,0,0,0,0,0,8.00917
NA18930,0,0,0,0,0,0,4.00458
NA18933,0,0,0,0,0,0,10.6157
NA18934,0,0,0,0,0,0,8.00917
NA18935,0,0,0,0,0,0,8.00917
NA18939,0,0,0,0,0,0,9.45733
NA18940,0,0,0,0,0,0,28.7549
NA18941,0,0,0,0,0,0,10.6157
NA18942,0,0,0,0,0,0,13.4619
NA18943,0,0,0,0,0,0,23.2923
NA18944,0,0,0,0,0,0,10.8652
NA18945,0,0,0,0,0,0,13.4619
NA18946,0,0,0,0,0,0,4.00458
NA18947,0,0,0,0,0,0,18.9244
NA18948,0,0,0,0,0,0,13.7212
NA18949,0,0,0,0,0,0,16.318
NA18950,0,0,0,0,0,0,14.6703
NA18951,0,0,0,0,0,0,20.3824
NA18952,0,0,0,0,0,0,13.4619
NA18953,0,0,0,0,0,0,13.4717
NA18954,0,0,0,0,0,0,13.4619
NA18956,0,0,0,0,0,0,13.7212
NA18957,0,0,0,0,0,0,16.318
NA18959,0,0,0,0,0,0,14.9199
NA18960,0,0,0,0,0,0,12.0638
NA18961,0,0,0,0,0,0,13.4619
NA18962,0,0,0,0,0,0,16.318
NA18963,0,0,0,0,0,0,16.318
NA18964,0,0,0,0,0,0,16.318
NA18965,0,0,0,0,0,0,16.318
NA18966,0,0,0,0,0,0,18.6749
NA18967,0,0,0,0,0,0,13.4619
NA18968,0,0,0,0,0,0,16.0684
NA18969,0,0,0,0,0,0,26.1484
NA18970,0,0,0,0,0,0,24.3772
NA18971,0,0,0,0,0,0,15.1694
NA18972,0,0,0,0,0,0,8.00917
NA18973,0,0,0,0,0,0,10.8652
NA18974,0,0,0,0,0,0,28.5053
NA18975,0,0,0,0,0,0,24.3772
NA18976,0,0,0,0,0,0,6.61107
NA18977,0,0,0,0,0,0,16.318
NA18978,0,0,0,0,0,0,18.9147
NA18979,0,0,0,0,0,0,10.8652
NA18980,0,0,0,0,0,0,16.0684
NA18981,0,0,0,0,0,0,12.3134
NA18982,0,0,0,0,0,0,18.9244
NA18983,0,0,0,0,0,0,25.8988
NA18984,0,0,0,0,0,0,13.4619
NA18985,0,0,0,0,0,0,20.9118
NA18986,0,0,0,0,0,0,12.3231
NA18987,0,0,0,0,0,0,13.4717
NA18988,0,0,0,0,0,0,13.835
NA18989,0,0,0,0,0,0,20.3726
NA18990,0,0,0,0,0,0,13.7713
NA18991,0,0,0,0,0,0,21.7707
NA18992,0,0,0,0,0,0,19.174
NA18993,0,0,0,0,0,0,13.4717
NA18994,0,0,0,0,0,0,13.4619
NA18995,0,0,0,0,0,0,10.8652
NA18997,0,0,0,0,0,0,16.3277
NA18998,0,0,0,0,0,0,16.318
NA18999,0,0,0,0,0,0,10.6157
NA19000,0,0,0,0,0,0,21.5212
NA19001,0,0,0,0,0,0,13.4619
NA19002,0,0,0,0,0,0,10.6157
NA19003,0,0,0,0,0,0,12.0638
NA19004,0,0,0,0,0,0,6.86062
NA19005,0,0,0,0,0,0,10.8652
NA19006,0,0,0,0,0,0,9.71666
NA19007,0,0,0,0,0,0,13.4619
NA19009,0,0,0,0,0,0,16.0684
NA19010,0,0,0,0,0,0,8.05924
NA19011,0,0,0,0,0,0,18.9244
NA19012,0,0,0,0,0,0,18.9244
NA19017,0,0,0,0,0,0,8.00917
NA19019,0,0,0,0,0,0,4.00458
NA19020,0,0,0,0,0,0,8.00917
NA19023,0,0,0,0,0,0,4.00458
NA19024,0,0,0,0,0,0,8.00917
NA19025,0,0,0,0,0,0,10.6157
NA19026,0,0,0,0,0,0,4.00458
NA19027,0,0,0,0,0,0,10.6157
NA19028,0,0,0,0,0,0,4.00458
NA19030,0,0,0,0,0,0,12.603
NA19031,0,0,0,0,0,0,8.00917
NA19035,0,0,0,0,0,0,13.835
NA19036,0,0,0,1.78141,0,0,17.3689
NA19037,0,0,0,0,0,0,10.8652
NA19038,0,0,0,0,0,0,4.00458
NA19041,0,0,0,0,0,0,12.603
NA19042,0,0,0,0,0,0,10.6157
NA19043,0,0,0,0,0,0,6.61107
NA19054,0,0,0,0,0,0,10.8652
NA19055,0,0,0,0,0,0,9.45733
NA19056,0,0,0,0,0,0,8.00917
NA19057,0,0,0,0,0,0,16.0684
NA19058,0,0,0,0,0,0,18.9147
NA19059,0,0,0,0,0,0,10.8652
NA19060,0,0,0,0,0,0,9.45733
NA19062,0,0,0,0,0,0,9.71666
NA19063,0,0,0,0,0,0,10.6157
NA19064,0,0,0,0,0,0,16.318
NA19065,0,0,0,0,0,0,12.0638
NA19066,0,0,0,0,0,0,16.318
NA19067,0,0,0,0,0,0,13.4619
NA19068,0,0,0,0,0,0,16.318
NA19070,0,0,0,0,0,0,18.9147
NA19072,0,0,0,0,0,0,10.8652
NA19074,0,0,0,0,0,0,13.4619
NA19075,0,0,0,0,0,0,24.6267
NA19076,0,0,0,0,0,0,16.318
NA19077,0,0,0,0,0,0,13.4619
NA19078,0,0,0,0,0,0,6.86062
NA19079,0,0,0,0,0,0,2.85604
NA19080,0,0,0,0,0,0,19.174
NA19081,0,0,0,0,0,0,27.2332
NA19082,0,0,0,0,0,0,12.3134
NA19083,0,0,0,0,0,0,18.9147
NA19084,0,0,0,0,0,0,10.8652
NA19085,0,0,0,1.78141,0,0,26.5366
NA19086,0,0,0,0,0,0,8.00917
NA19087,0,0,0,0,0,0,8.00917
NA19088,0,0,0,0,0,0,6.86062
NA19089,0,0,0,0,0,0,13.4619
NA19090,0,0,0,0,0,0,18.9147
NA19091,0,0,0,0,0,0,13.4717
NA19092,0,0,0,0,0,0,8.00917
NA19093,0,0,0,0,0,0,2.60649
NA19094,0,0,0,0,0,0,4.00458
NA19095,0,0,0,0,0,0,4.00458
NA19096,0,0,0,0,0,0,13.4717
NA19097,0,0,0,0,0,0,8.00917
NA19098,0,0,0,0,0,0,8.00917
NA19099,0,0,0,0,0,0,10.6157
NA19100,0,0,0,0,0,0,8.00917
NA19101,0,0,0,0,0,0,8.00917
NA19102,0,0,0,1.78141,0,0,8.77048
NA19103,0,0,0,1.78141,0,0,8.77048
NA19107,0,0,0,0,0,0,6.61107
NA19108,0,0,0,0,0,0,0
NA19109,0,0,0,0,0,0,2.60649
NA19113,0,0,0,1.78141,0,0,12.7751
NA19114,0,0,0,0,0,0,6.61107
NA19115,0,0,0,0,0,0,6.61107
NA19116,0,0,0,1.78141,0,0,12.7751
NA19117,0,0,0,0,0,0,2.85604
NA19118,0,0,0,0,0,0,8.00917
NA19119,0,0,0,0,0,0,4.00458
NA19120,0,0,0,1.78141,0,0,12.7751
NA19121,0,0,0,0,0,0,10.6157
NA19122,0,0,0,0,0,0,8.00917
NA19123,0,0,0,0,0,0,8.00917
NA19127,0,0,0,0,0,0,8.00917
NA19128,0,0,0,0,0,0,16.3277
NA19129,0,0,0,0,0,0,13.4717
NA19130,0,0,0,0,0,0,13.4717
NA19131,0,0,0,0,0,0,4.00458
NA19132,0,0,0,0,0,0,8.00917
NA19137,0,0,0,0,0,0,10.6157
NA19138,0,0,0,0,0,0,8.59843
NA19139,0,0,0,0,0,0,10.6157
NA19140,0,0,0,0,0,0,6.61107
NA19141,0,0,0,0,0,0,10.8652
NA19142,0,0,0,0,0,0,10.8652
NA19143,0,0,0,0,0,0,8.59843
NA19144,0,0,0,0,0,0,0
NA19145,0,0,0,0,0,0,4.59384
NA19146,0,0,0,0,0,0,11.2049
NA19147,0,0,0,0,0,0,13.4717
NA19148,0,0,0,0,0,0,13.4717
NA19149,0,0,0,0,0,0,6.86062
NA19150,0,0,0,0,0,0,6.61107
NA19151,0,0,0,0,0,0,9.46711
NA19152,0,0,0,0,0,0,10.8652
NA19153,0,0,0,0,0,0,8.00917
NA19154,0,0,0,0,0,0,10.8652
NA19159,0,0,0,0,0,0,13.4619
NA19160,0,0,0,1.78141,0,0,15.3816
NA19161,0,0,0,0,0,0,16.0684
NA19171,0,0,0,0,0,0,8.00917
NA19172,0,0,0,0,0,0,10.8652
NA19173,0,0,0,0,0,0,8.00917
NA19174,0,0,0,0,0,0,6.86062
NA19175,0,0,0,0,0,0,6.61107
NA19176,0,0,0,0,0,0,10.6157
NA19177,0,0,0,0,0,0,6.61107
NA19184,0,0,0,0,0,0,12.603
NA19185,0,0,0,0,0,0,4.00458
NA19186,0,0,0,0,0,0,8.59843
NA19189,0,0,0,0,0,0,8.00917
NA19190,0,0,0,0,0,0,8.00917
NA19191,0,0,0,0,0,0,8.00917
NA19197,0,0,0,0,0,0,8.00917
NA19198,0,0,0,0,0,0,8.00917
NA19199,0,0,0,0,0,0,8.00917
NA19200,0,0,0,0,0,0,4.00458
NA19201,0,0,0,0,0,0,4.00458
NA19202,0,0,0,0,0,0,4.00458
NA19203,0,0,0,0,0,0,8.00917
NA19204,0,0,0,0,0,0,8.00917
NA19205,0,0,0,0,0,0,8.00917
NA19206,0,0,0,0,0,0,16.0782
NA19207,0,0,0,0,0,0,9.71666
NA19208,0,0,0,0,0,0,9.46711
NA19209,0,0,0,0,0,0,4.00458
NA19210,0,0,0,0,0,0,4.00458
NA19211,0,0,0,0,0,0,4.00458
NA19213,0,0,0,0,0,0,13.7212
NA19214,0,0,0,0,0,0,15.459
NA19215,0,0,0,0,0,0,13.7212
NA19221,0,0,0,0,0,0,8.00917
NA19222,0,0,0,0,0,0,8.00917
NA19223,0,0,0,0,0,0,8.00917
NA19224,0,0,0,0,0,0,8.00917
NA19225,0,0,0,0,0,0,13.4717
NA19226,0,0,0,0,0,0,8.00917
NA19235,0,0,0,0,0,0,8.00917
NA19236,0,0,0,0,0,0,8.00917
NA19237,0,0,0,0,0,0,8.00917
NA19238,0,0,0,0,0,0,4.00458
NA19239,0,0,0,0,0,0,12.603
NA19240,0,0,0,0,0,0,8.59843
NA19247,0,0,0,0,0,0,10.8652
NA19248,0,0,0,0,0,0,6.86062
NA19249,0,0,0,0,0,0,6.86062
NA19256,0,0,0,0,0,0,15.459
NA19257,0,0,0,0,0,0,8.00917
NA19258,0,0,0,0,0,0,8.00917
NA19307,0,0,0,0,0,0,4.00458
NA19308,0,0,0,0,0,0,10.8652
NA19309,0,0,0,0,0,0,8.00917
NA19310,0,0,0,0,0,0,8.59843
NA19312,0,0,0,0,0,0,8.00917
NA19314,0,0,0,0,0,0,8.00917
NA19315,0,0,0,0,0,0,8.59843
NA19316,0,0,0,0,0,0,6.61107
NA19317,0,0,0,0,0,0,6.61107
NA19318,0,0,0,0,0,0,4.00458
NA19319,0,0,0,0,0,0,10.8652
NA19320,0,0,0,0,0,0,10.8652
NA19321,0,0,0,0,0,0,8.00917
NA19323,0,0,0,0,0,0,4.00458
NA19324,0,0,0,0,0,0,8.00917
NA19327,0,0,0,0,0,0,8.00917
NA19328,0,0,0,0,0,0,10.8652
NA19331,0,0,0,0,0,0,8.00917
NA19332,0,0,0,0,0,0,8.00917
NA19334,0,0,0,0,0,0,4.00458
NA19338,0,0,0,0,0,0,4.00458
NA19346,0,0,0,0,0,0,0
NA19347,0,0,0,0,0,0,13.2221
NA19350,0,0,0,0,0,0,8.00917
NA19351,0,0,0,0,0,0,8.00917
NA19355,0,0,0,0,0,0,0
NA19360,0,0,0,0,0,0,8.00917
NA19372,0,0,0,0,0,0,9.46711
NA19374,0,0,0,0,0,0,14.061
NA19375,0,0,0,0,0,0,12.603
NA19376,0,0,0,0,0,0,10.6157
NA19377,0,0,0,0,0,0,4.00458
NA19378,0,0,0,0,0,0,8.00917
NA19379,0,0,0,0,0,0,8.00917
NA19380,0,0,0,0,0,0,12.603
NA19383,0,0,0,0,0,0,8.59843
NA19384,0,0,0,0,0,0,4.00458
NA19385,0,0,0,0,0,0,12.603
NA19390,0,0,0,0,0,0,8.00917
NA19391,0,0,0,0,0,0,20.6956
NA19393,0,0,0,0,0,0,10.6157
NA19394,0,0,0,0,0,0,8.00917
NA19395,0,0,0,0,0,0,0
NA19397,0,0,0,0,0,0,8.00917
NA19399,0,0,0,0,0,0,8.00917
NA19401,0,0,0,0,0,0,8.00917
NA19403,0,0,0,0,0,0,10.6157
NA19404,0,0,0,0,0,0,4.00458
NA19428,0,0,0,0,0,0,20.6623
NA19429,0,0,0,0,0,0,12.603
NA19430,0,0,0,0,0,0,8.59843
NA19431,0,0,0,0,0,0,8.00917
NA19434,0,0,0,0,0,0,4.00458
NA19435,0,0,0,0,0,0,8.00917
NA19436,0,0,0,0,0,0,15.459
NA19437,0,0,0,0,0,0,10.6157
NA19438,0,0,0,0,0,0,8.00917
NA19439,0,0,0,0,0,0,10.8652
NA19440,0,0,0,0,0,0,8.00917
NA19443,0,0,0,0,0,0,6.86062
NA19445,0,0,0,0,0,0,8.00917
NA19446,0,0,0,0,0,0,10.6157
NA19448,0,0,0,0,0,0,4.00458
NA19449,0,0,0,0,0,0,10.8652
NA19451,0,0,0,1.78141,0,0,12.7751
NA19452,0,0,0,0,0,0,4.00458
NA19454,0,0,0,0,0,0,10.8652
NA19455,0,0,0,0,0,0,8.00917
NA19456,0,0,0,0,0,0,4.00458
NA19457,0,0,0,0,0,0,8.00917
NA19461,0,0,0,0,0,0,8.00917
NA19462,0,0,0,1.78141,0,0,17.3689
NA19463,0,0,0,0,0,0,4.00458
NA19466,0,0,0,0,0,0,10.8652
NA19467,0,0,0,0,0,0,8.00917
NA19468,0,0,0,0,0,0,8.00917
NA19471,0,0,0,0,0,0,11.4545
NA19472,0,0,0,0,0,0,8.00917
NA19473,0,0,0,0,0,0,10.6157
NA19474,0,0,0,0,0,0,14.0512
NA19475,0,0,0,0,0,0,8.00917
NA19625,0,0,0,0,0,0,8.00917
NA19648,0,0,0,1.78141,0,0,18.2278
NA19649,0,0,0,0,0,0,0
NA19650,0,0,0,0,0,0,9.45733
NA19651,0,0,0,1.78141,0,0,16.8395
NA19652,0,0,0,3.56282,0,0,20.397
NA19653,0,0,0,1.78141,0,0,11.377
NA19654,0,0,0,0,0,0,9.45733
NA19655,0,0,0,3.56282,0,0,25.8498
NA19656,0,0,0,1.78141,0,0,14.2232
NA19657,0,0,0,0,0,0,13.512
NA19658,0,0,0,0,0,0,26.1484
NA19659,0,0,0,0,0,0,21.8942
NA19660,0,0,0,1.78141,0,0,21.0936
NA19661,0,0,0,0,0,0,10.8652
NA19662,0,0,0,1.78141,0,0,21.0936
NA19663,0,0,0,0,0,0,23.2923
NA19664,0,0,0,1.78141,0,0,18.2376
NA19665,0,0,0,1.78141,0,0,22.6055
NA19669,0,0,0,1.78141,0,0,21.0936
NA19670,0,0,0,0,0,0,12.0638
NA19671,0,0,0,0,0,0,9.46711
NA19675,0,0,0,1.78141,0,0,21.2074
NA19676,0,0,0,0,0,0,29.3441
NA19677,0,0,0,1.78141,0,0,19.6858
NA19678,0,0,0,0,0,0,17.8396
NA19679,0,0,0,1.78141,0,0,14.233
NA19680,0,0,0,1.78141,0,0,15.3816
NA19681,0,0,0,0,0,0,15.2832
NA19682,0,0,0,0,0,0,8.30879
NA19683,0,0,0,0,0,0,5.45275
NA19684,0,0,0,1.78141,0,0,10.478
NA19685,0,0,0,1.78141,0,0,21.0936
NA19686,0,0,0,1.78141,0,0,14.4826
NA19700,0,0,0,0,0,0,16.318
NA19701,0,0,0,1.78141,0,0,17.0793
NA19702,0,0,0,0,0,0,8.00917
NA19703,0,0,0,0,0,0,13.2221
NA19704,0,0,0,0,0,0,10.8652
NA19705,0,0,0,0,0,0,13.4717
NA19707,0,0,0,0,0,0,8.00917
NA19711,0,0,0,0,0,0,10.6157
NA19712,0,0,0,0,0,0,13.7212
NA19713,0,0,0,1.78141,0,0,11.6265
NA19716,0,0,0,0,0,0,14.9101
NA19717,0,0,0,0,0,0,18.9244
NA19718,0,0,0,0,0,0,14.9199
NA19719,0,0,0,0,0,0,13.4717
NA19720,0,0,0,0,0,0,6.61107
NA19721,0,0,0,0,0,0,4.00458
NA19722,0,0,0,0,0,0,13.835
NA19723,0,0,0,0,0,0,8.30879
NA19724,0,0,0,0,0,0,18.1392
NA19725,0,0,0,0,0,0,24.7503
NA19726,0,0,0,0,0,0,0
NA19727,0,0,0,0,0,0,12.6864
NA19728,0,0,0,0,0,0,5.45275
NA19729,0,0,0,0,0,0,8.05924
NA19730,0,0,0,0,0,0,8.05924
NA19731,0,0,0,0,0,0,6.61107
NA19732,0,0,0,0,0,0,0
NA19733,0,0,0,0,0,0,4.00458
NA19734,0,0,0,0,0,0,4.00458
NA19735,0,0,0,0,0,0,5.45275
NA19740,0,0,0,0,0,0,18.9244
NA19741,0,0,0,0,0,0,4.00458
NA19746,0,0,0,0,0,0,6.61107
NA19747,0,0,0,0,0,0,4.00458
NA19748,0,0,0,0,0,0,6.61107
NA19749,0,0,0,0,0,0,16.0782
NA19750,0,0,0,1.78141,0,0,23.6903
NA19751,0,0,0,0,0,0,24.387
NA19752,0,0,0,0,0,0,13.4717
NA19755,0,0,0,0,0,0,14.9199
NA19756,0,0,0,1.78141,0,0,25.212
NA19757,0,0,0,1.78141,0,0,30.6647
NA19758,0,0,0,0,0,0,14.9199
NA19759,0,0,0,0,0,0,4.00458
NA19760,0,0,0,0,0,0,10.8652
NA19761,0,0,0,0,0,0,16.318
NA19762,0,0,0,0,0,0,12.0638
NA19763,0,0,0,0,0,0,10.6157
NA19764,0,0,0,0,0,0,27.347
NA19770,0,0,0,1.78141,0,0,12.7751
NA19771,0,0,0,1.78141,0,0,21.0839
NA19772,0,0,0,3.56282,0,0,20.397
NA19773,0,0,0,1.78141,0,0,14.2232
NA19774,0,0,0,0,0,0,16.9072
NA19775,0,0,0,0,0,0,16.318
NA19776,0,0,0,0,0,0,12.0638
NA19777,0,0,0,1.78141,0,0,17.4523
NA19778,0,0,0,1.78141,0,0,21.4569
NA19779,0,0,0,0,0,0,14.0512
NA19780,0,0,0,0,0,0,6.86062
NA19781,0,0,0,0,0,0,12.603
NA19782,0,0,0,0,0,0,12.603
NA19783,0,0,0,0,0,0,26.1484
NA19784,0,0,0,0,0,0,8.00917
NA19785,0,0,0,0,0,0,19.2877
NA19786,0,0,0,0,0,0,13.512
NA19787,0,0,0,0,0,0,21.8942
NA19788,0,0,0,0,0,0,12.0638
NA19789,0,0,0,1.78141,0,0,17.0793
NA19790,0,0,0,0,0,0,20.3726
NA19792,0,0,0,0,0,0,17.5166
NA19794,0,0,0,0,0,0,11.1648
NA19795,0,0,0,1.78141,0,0,21.3835
NA19796,0,0,0,1.78141,0,0,21.3835
NA19818,0,0,0,0,0,0,23.5085
NA19819,0,0,0,0,0,0,8.00917
NA19828,0,0,0,0,0,0,13.4619
NA19834,0,0,0,1.78141,0,0,8.77048
NA19835,0,0,0,0,0,0,17.8396
NA19836,0,0,0,0,0,0,17.8396
NA19900,0,0,0,0,0,0,10.8652
NA19901,0,0,0,0,0,0,10.8652
NA19902,0,0,0,0,0,0,8.00917
NA19904,0,0,0,0,0,0,8.00917
NA19908,0,0,0,0,0,0,12.603
NA19909,0,0,0,0,0,0,13.4619
NA19913,0,0,0,0,0,0,10.6157
NA19914,0,0,0,0,0,0,9.71666
NA19916,0,0,0,0,0,0,13.835
NA19917,0,0,0,0,0,0,10.6157
NA19918,0,0,0,0,0,0,16.4415
NA19919,0,0,0,0,0,0,13.4619
NA19920,0,0,0,0,0,0,17.7661
NA19921,0,0,0,0,0,0,6.61107
NA19922,0,0,0,1.78141,0,0,18.2376
NA19923,0,0,0,0,0,0,21.7805
NA19924,0,0,0,0,0,0,16.3277
NA19982,0,0,0,0,0,0,20.6956
NA19983,0,0,0,1.78141,0,0,15.6311
NA19984,0,0,0,0,0,0,8.00917
NA20126,0,0,0,0,0,0,18.9244
NA20127,0,0,0,1.78141,0,0,18.2376
NA20128,0,0,0,1.78141,0,0,26.5464
NA20129,0,0,0,0,0,0,16.0684
NA20274,0,0,0,0,0,0,4.00458
NA20276,0,0,0,1.78141,0,0,15.6311
NA20278,0,0,0,0,0,0,6.86062
NA20279,0,0,0,0,0,0,14.0512
NA20281,0,0,0,1.78141,0,0,12.7751
NA20282,0,0,0,0,0,0,16.6577
NA20287,0,0,0,0,0,0,4.00458
NA20289,0,0,0,0,0,0,8.00917
NA20291,0,0,0,0,0,0,8.00917
NA20294,0,0,0,0,0,0,19.5137
NA20296,0,0,0,0,0,0,8.00917
NA20298,0,0,0,0,0,0,8.00917
NA20299,0,0,0,0,0,0,9.45733
NA20314,0,0,0,0,0,0,12.3134
NA20317,0,0,0,0,0,0,12.603
NA20318,0,0,0,0,0,0,8.59843
NA20320,0,0,0,0,0,0,8.00917
NA20321,0,0,0,0,0,0,8.00917
NA20332,0,0,0,0,0,0,6.61107
NA20334,0,0,0,1.78141,0,0,11.6265
NA20339,0,0,0,0,0,0,8.59843
NA20340,0,0,0,0,0,0,16.0684
NA20342,0,0,0,1.78141,0,0,12.7751
NA20346,0,0,0,0,0,0,8.00917
NA20348,0,0,0,0,0,0,12.0736
NA20351,0,0,0,1.78141,0,0,8.77048
NA20355,0,0,0,1.78141,0,0,12.7751
NA20356,0,0,0,0,0,0,8.00917
NA20357,0,0,0,0,0,0,8.00917
NA20358,0,0,0,0,0,0,8.00917
NA20359,0,0,0,3.56282,0,0,33.0834
NA20362,0,0,0,1.78141,0,0,18.2376
NA20412,0,0,0,0,0,0,13.2221
NA20502,0,0,0,0,0,0,22.1438
NA20503,0,0,0,0,0,0,25.2895
NA20504,0,0,0,1.78141,0,0,28.0582
NA20505,0,0,0,1.78141,0,0,23.6903
NA20506,0,0,0,3.56282,0,0,20.397
NA20507,0,0,0,1.78141,0,0,18.4871
NA20508,0,0,0,0,0,0,2.85604
NA20509,0,0,0,0,0,0,11.4545
NA20510,0,0,0,0,0,0,26.1484
NA20511,0,0,0,1.78141,0,0,25.4282
NA20512,0,0,0,0,0,0,19.174
NA20513,0,0,0,3.56282,0,0,26.2228
NA20514,0,0,0,0,0,0,12.3134
NA20515,0,0,0,0,0,0,13.4619
NA20516,0,0,0,0,0,0,26.1484
NA20517,0,0,0,1.78141,0,0,15.6311
NA20518,0,0,0,1.78141,0,0,26.9097
NA20519,0,0,0,1.78141,0,0,26.9097
NA20520,0,0,0,1.78141,0,0,28.0582
NA20521,0,0,0,1.78141,0,0,36.367
NA20522,0,0,0,0,0,0,29.0044
NA20524,0,0,0,1.78141,0,0,22.8314
NA20525,0,0,0,1.78141,0,0,31.9991
NA20527,0,0,0,0,0,0,13.7212
NA20528,0,0,0,0,0,0,12.3134
NA20529,0,0,0,1.78141,0,0,30.6647
NA20530,0,0,0,1.78141,0,0,12.7751
NA20531,0,0,0,1.78141,0,0,21.0839
NA20532,0,0,0,0,0,0,16.318
NA20533,0,0,0,0,0,0,26.1484
NA20534,0,0,0,1.78141,0,0,30.0554
NA20535,0,0,0,0,0,0,18.9244
NA20536,0,0,0,0,0,0,11.1648
NA20538,0,0,0,1.78141,0,0,33.5208
NA20539,0,0,0,1.78141,0,0,19.6858
NA20540,0,0,0,1.78141,0,0,17.0793
NA20541,0,0,0,1.78141,0,0,22.8314
NA20542,0,0,0,0,0,0,4.00458
NA20543,0,0,0,0,0,0,9.46711
NA20544,0,0,0,0,0,0,12.3134
NA20581,0,0,0,0,0,0,22.1438
NA20582,0,0,0,1.78141,0,0,21.0936
NA20585,0,0,0,0,0,0,13.4619
NA20586,0,0,0,1.78141,0,0,12.7751
NA20587,0,0,0,1.78141,0,0,12.7751
NA20588,0,0,0,1.78141,0,0,18.2278
NA20589,0,0,0,0,0,0,24.1409
NA20752,0,0,0,0,0,0,20.6956
NA20753,0,0,0,0,0,0,23.2923
NA20754,0,0,0,1.78141,0,0,35.2185
NA20755,0,0,0,0,0,0,10.8652
NA20756,0,0,0,1.78141,0,0,37.8886
NA20757,0,0,0,0,0,0,13.7212
NA20758,0,0,0,1.78141,0,0,19.9754
NA20759,0,0,0,1.78141,0,0,15.6311
NA20760,0,0,0,0,0,0,4.00458
NA20761,0,0,0,0,0,0,36.8141
NA20762,0,0,0,1.78141,0,0,15.3816
NA20763,0,0,0,1.78141,0,0,31.9991
NA20764,0,0,0,1.78141,0,0,21.0839
